title,distributor,summary,theaters_count,week_gross,total_gross,sales_ending_week
The Sacrifice2024 Re-release,Kino Lorber,"At the dawn of World War III, a man searches for a way to restore peace to the world and finds he must give something in return.",3,$942,"$85,496",2024-01-11
Once Again (For the Very First Time),Indican Pictures,"Legendary street dancer DeRay tumbles out of the sky and crashes in the hallway outside the door of his true love, spoken word poet Naima.",1,$932,"$27,461",2024-01-11
The World According to Allee Willis,Magnolia Pictures,Songwriter/artist Allee Willis began filming her life as a kid in 1950s Detroit and never stopped. She pursued creative expression at all costs while struggling to fit established gender and sexual norms - until she found a path to love.,3,$841,"$29,689",2024-01-11
Lee,Roadside Attractions,"The story of American photographer Lee Miller, a fashion model who became an acclaimed war correspondent for Vogue magazine during World War II.",4,$644,"$2,004,946",2024-01-11
Six Days in August,Susan Tuckett Media,"The Prophet Joseph Smith is dead, killed by a mob. Enemies of the LDS Church think the church will die with Joseph. In fact that danger is a real possibility. The crisis is undeniable, and the saints in Nauvoo are in chaos.",1,$410,"$388,217",2024-01-11
Green Border,Kino Lorber,"A family of refugees from Syria, an English teacher from Afghanistan and a border guard all meet on the Polish-Belarusian border during the most recent humanitarian crisis in Belarus.",1,$331,"$96,595",2024-01-11
Moana 2,Walt Disney Studios Motion Pictures,"After receiving an unexpected call from her wayfinding ancestors, Moana must journey to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.","4,200","$62,856,456","$310,895,469",2024-01-11
Wicked,Universal Pictures,"Elphaba, a young woman ridiculed for her green skin, and Galinda, a popular girl, become friends at Shiz University in the Land of Oz. After an encounter with the Wonderful Wizard of Oz, their friendship reaches a crossroads.","3,885","$50,879,170","$336,538,440",2024-01-11
Gladiator II,Paramount Pictures,"After his home is conquered by the tyrannical emperors who now lead Rome, Lucius is forced to enter the Colosseum and must look to his past to find strength to return the glory of Rome to its people.","3,440","$17,841,763","$138,134,658",2024-01-11
Red One,Amazon MGM Studios,"After Santa Claus is kidnapped, the North Pole's Head of Security must team up with a notorious hacker in a globe-trotting, action-packed mission to save Christmas.","3,150","$9,423,314","$88,204,878",2024-01-11
Pushpa: The Rule - Part 2,AA Films,"A smuggling kingpin faces off against a vengeful rival while manipulating politics, making big deals, and navigating tense confrontations. A public apology leads to a dramatic showdown, ending with challenge.","1,245","$9,300,000","$9,300,000",2024-01-11
Interstellar2024 Re-release,Paramount Pictures,"When Earth becomes uninhabitable in the future, a farmer and ex-NASA pilot, Joseph Cooper, is tasked to pilot a spacecraft, along with a team of researchers, to find a new planet for humans.",165,"$8,466,083","$8,466,083",2024-01-11
Solo Leveling: ReAwakening,Sony Pictures Releasing,"Over a decade after 'gates' connecting worlds appeared, awakening 'hunters' with superpowers, weakest hunter Sung Jinwoo encounters a double dungeon and accepts a mysterious quest, becoming the only one able to level up, changing his fate.",846,"$3,350,693","$3,350,693",2024-01-11
For King + Country: A Drummer Boy Christmas - Live,Fathom Events,"Featuring holiday classics like ""Little Drummer Boy"" and original songs, it retells the Nativity story with themes of hope, love, and redemption in a stunning live performance.","1,540","$3,127,991","$3,691,139",2024-01-11
Y2K,A24,Two high-school nobodies make the decision to crash a Y2K party. The night becomes even crazier than they could have ever dreamed when the clock strikes midnight.,"2,108","$3,078,906","$3,078,906",2024-01-11
The Best Christmas Pageant Ever,Lionsgate,Nobody is ready for the mayhem and surprises that ensue when six of the worst youngsters disrupt the town's yearly Christmas performance.,"1,633","$2,347,729","$35,313,106",2024-01-11
Werewolves,Briarcliff Entertainment,"After a worldwide pandemic the previous year of people turning into werewolves after a super-moon event, two scientists try to stop the mutation from happening again as part of a team effort, but the experiment goes wildly awry.","1,351","$1,477,361","$1,477,361",2024-01-11
The Order,Vertical Entertainment,"A series of bank robberies and car heists frightened communities in the Pacific Northwest. A lone FBI agent believes that the crimes were not the work of financially motivated criminals, but rather a group of dangerous domestic terrorists.",603,"$1,273,384","$1,273,384",2024-01-11
Bonhoeffer,Angel Studios,"As the world teeters on the brink of annihilation, Dietrich Bonhoeffer joins a deadly plot to assassinate Hitler, risking his faith and fate to save millions of Jews from genocide.",945,"$923,793","$11,617,623",2024-01-11
Laufey's A Night at the Symphony: Hollywood Bowl,Trafalgar Releasing,This Laufey's concert captures her recent performance with the LA Philharmonic at the Hollywood Bowl.,413,"$845,370","$845,370",2024-01-11
Flow,Janus Films,"Cat is a solitary animal, but as its home is devastated by a great flood, he finds refuge on a boat populated by various species, and will have to team up with them despite their differences.",375,"$842,012","$947,349",2024-01-11
Venom: The Last Dance,Sony Pictures Releasing,Eddie Brock and Venom must make a devastating decision as they're pursued by a mysterious military man and alien monsters from Venom's home world.,854,"$827,218","$139,264,847",2024-01-11
Queer,A24,"In 1950s Mexico City, an American immigrant in his late forties leads a solitary life amidst a small American community. However, the arrival of a young student stirs the man into finally establishing a meaningful connection with someone.",47,"$672,496","$1,133,109",2024-01-11
"RM: Right People, Wrong Place",Variance Films,"A candid documentary that delves into the life of BTS' leader RM as he navigates global stardom while working on his second solo album, offering an intimate glimpse into his creative journey across multiple cities.",594,"$626,534","$626,534",2024-01-11
The Return,Bleecker Street Media,"After 20 years Odysseus finally returns to Ithaca, where he finds his wife held prisoner by suitors vying to be king and his son facing death at their hands. To win back his family and all he has lost, Odysseus must rediscover his strength.",629,"$571,040","$571,040",2024-01-11
A Real Pain,Searchlight Pictures,"Mismatched cousins reunite for a tour through Poland to honor their beloved grandmother, but their old tensions resurface against the backdrop of their family history.",220,"$424,943","$6,786,804",2024-01-11
Conclave,Focus Features,"When Cardinal Lawrence is tasked with leading one of the world's most secretive and ancient events, selecting a new Pope, he finds himself at the center of a web of conspiracies and intrigue that could shake the very foundation of the Catholic Church.",231,"$352,155","$30,744,010",2024-01-11
Heretic,A24,Two young religious women are drawn into a game of cat-and-mouse in the house of a strange man.,278,"$346,413","$27,608,048",2024-01-11
Anora,Neon,"A young stripper from Brooklyn meets and impulsively marries the son of a Russian oligarch. Once the news reaches Russia, her fairy tale is threatened as his parents set out for New York to get the marriage annulled.",123,"$313,248","$13,267,689",2024-01-11
The Wild Robot,Universal Pictures,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.",291,"$195,890","$142,876,260",2024-01-11
I Am the Immaculate Conception,Fathom Events,"Experts analyze the significance of Mary's self-introduction as the ""Immaculate Conception,"" shedding light on her extraordinary role in divine salvation through reenactments of key moments like the Wedding at Cana.",967,"$187,008","$187,008",2024-01-11
Get Away,IFC Films,A family's vacation to a remote getaway takes an unexpected turn when they discover the island they're on is inhabited by a serial killer.,474,"$169,903","$169,903",2024-01-11
Smile 2,Paramount Pictures,"About to embark on a world tour, global pop sensation Skye Riley begins experiencing increasingly terrifying and inexplicable events. Overwhelmed by the escalating horrors and the pressures of fame, Skye is forced to face her past.",121,"$100,091","$68,967,012",2024-01-11
All We Imagine as Light,Sideshow Releasing,"In Mumbai, Nurse Prabha's routine is troubled when she receives an unexpected gift from her estranged husband. Her younger roommate, Anu, tries in vain to find a spot in the city to be intimate with her boyfriend.",24,"$71,157","$356,270",2024-01-11
"Oh, Canada",Kino Lorber,"Leonard Fife, one of sixty thousand draft evaders and deserters who fled to Canada to avoid serving in Vietnam, shares all his secrets to de-mythologize his mythologized life.",34,"$43,098","$51,085",2024-01-11
The Seed of the Sacred Fig,Neon,"An investigating judge struggles with paranoia amid political unrest in Tehran caused by the death of a young woman. When his gun goes missing, he suspects his wife and daughters, imposing harsh measures that fray family ties.",5,"$41,101","$111,951",2024-01-11
Small Things Like These,Roadside Attractions,In 1985 devoted father Bill Furlong discovers disturbing secrets kept by the local convent and uncovers shocking truths of his own.,33,"$34,127","$1,511,485",2024-01-11
Day of the Fight,Falling Forward Films,"Follows a once renowned boxer as he takes a redemptive journey through his past and present, on the day of his first fight since he left prison.",3,"$31,165","$31,165",2024-01-11
The Umbrellas of Cherbourg2024 Re-release,Janus Films,A young woman separated from her lover by war faces a life-altering decision.,1,"$30,039","$30,039",2024-01-11
The End,Neon,"After decades alone, a wealthy family living in a salt mine encounters a stranger.",3,"$28,875","$28,875",2024-01-11
Hundreds of Beavers,SRH,"In this 19th century, supernatural winter epic, a drunken applejack salesman must go from zero to hero and become North America's greatest fur trapper by defeating hundreds of beavers.",24,"$28,494","$603,989",2024-01-11
The Girl with the Needle,MUBI,"Copenhagen 1919: A young worker finds herself unemployed and pregnant. She meets Dagmar, who runs an underground adoption agency. A strong connection grows but her world shatters when she stumbles on the shocking truth behind her work.",8,"$25,212","$25,212",2024-01-11
Lost on a Mountain in Maine,Blue Fox Entertainment,"Based on the book by the same name, the film tells the inspiring story of a 12-year-old boy who, separated from his family by a fast-moving storm, must fight to stay alive during his nine-day adventure lost in the backwoods of Maine.",17,"$20,015","$1,066,411",2024-01-11
Bad Shabbos,Menemsha Films,An engaged interfaith couple are about to have their parents meet for the first time over a Shabbat dinner when an accidental death gets in the way.,1,"$19,648","$19,648",2024-01-11
Soundtrack to a Coup d'Etat,Kino Lorber,Jazz and decolonization are entwined in this historical rollercoaster that rewrites the Cold War episode that led musicians Abbey Lincoln and Max Roach to crash the UN Security Council in protest against the murder of Patrice Lumumba.,10,"$11,892","$125,273",2024-01-11
Sabbath Queen,N/A,"A 39th generation ex-Orthodox rabbi embarks on a remarkable 21-year personal journey, also embracing life as a drag queen.",2,"$11,009","$45,194",2024-01-11
The Substance,MUBI,"A fading celebrity takes a black-market drug: a cell-replicating substance that creates a younger, better version of herself.",10,"$9,819","$16,420,145",2024-01-11
Here,Sony Pictures Releasing,"A generational story about families and the special place they inhabit, sharing in love, loss, laughter, and life.",34,"$9,419","$12,237,270",2024-01-11
Lake George,Magnolia Pictures,"Two misfit oddballs embark on a road trip, strike a dubious deal too enticing to refuse, and find redemption amid shady circumstances.",12,"$8,972","$8,972",2024-01-11
We Live in Time,A24,"After an unusual encounter, a talented chef and a recently divorcée fall in love and build the home and family they've always dreamed of, until a painful truth puts their love story to the test.",26,"$8,027","$24,669,482",2024-01-11
Breakup Season,Smarthouse Creative,"A young man brings his girlfriend to his rural Oregon hometown to introduce her to his family, only for things to go terribly wrong upon arrival.",2,"$7,960","$24,698",2024-01-11
Look Back,GKIDS,"The overly confident Fujino and the shut-in Kyomoto couldn't be more different, but a love of drawing manga brings these two small-town girls together.",6,"$7,498","$2,002,270",2024-01-11
Christmas Eve in Miller's Point,IFC Films,"On Christmas Eve, a family gathers for what could be the last holiday in their ancestral home. As the night wears on and generational tensions arise, one of the teenagers sneaks out with her friends to claim the wintry suburb for her own.",6,"$6,962","$146,769",2024-01-11
Memoir of a Snail,IFC Films,"A bittersweet memoir of a melancholic woman called Grace Pudel - a hoarder of snails, romance novels, and guinea pigs.",10,"$6,671","$614,239",2024-01-11
The Wages of Fear2024 Re-release,Janus Films,"In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe.",2,"$6,377","$19,538",2024-01-11
Hounds,Indican Pictures,"A father and son in the suburbs of Casablanca get by on petty crimes for a local mob. When a kidnapping goes wrong, they must find a way to dispose of the body.",2,"$5,372","$5,372",2024-01-11
The Black Sea,Metrograph Pictures,A man journeys to a small Eastern European coastal town where he finds unexpected connections despite being the only black person in the area.,3,"$4,918","$14,074",2024-01-11
Ernest Cole: Lost and Found,Magnolia Pictures,Follows Ernest Cole's journey as the first Black freelance photographer in apartheid South Africa.,7,"$4,555","$23,472",2024-01-11
You Are Not Me,Music Box Films,"Aitana returns home for Christmas, the first time after three years, to find that her parents have replaced her with an unknown woman who is being treated like their daughter. She discovers a disturbing and bloody truth.",7,"$4,275","$4,275",2024-01-11
Little Girl Blue,Indican Pictures,"Docudrama about French writer and photographer Carole Achache. Through the power of filmmaking and the help of Marion Cotillard, director Mona Achache brings her mother back to life to retrace her journey and find out who she really was.",1,"$3,534","$29,147",2024-01-11
Know Your Place,Blue Harbor Entertainment,"Amidst the landscape of a transforming city, a young Eritrean-American boy confronts the realities of change and loss.",1,"$3,464","$53,028",2024-01-11
The Conversation2024 Re-release (50th Anniversary),Rialto Distribution,"A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered.",5,"$3,138","$161,838",2024-01-11
Good One,Metrograph Pictures,"During a weekend backpacking trip in the Catskills, 17-year-old Sam navigates the clash of egos between her father and his oldest friend.",3,"$3,105","$350,575",2024-01-11
From Embers,Indican Pictures,"After her husband dies in a lab fire, a widowed mother of an autistic son must try to piece her life together while uncovering what really happened on that fateful night.",1,"$2,810","$34,174",2024-01-11
The Sacrifice2024 Re-release,Kino Lorber,"At the dawn of World War III, a man searches for a way to restore peace to the world and finds he must give something in return.",3,"$2,619","$88,115",2024-01-11
Killer Raccoons! 2! Dark Christmas in the Dark!,Indican Pictures,A parody of Dark Siege and Speed 2 that will leave you with your jaw on the floor!,2,"$2,440","$20,846",2024-01-11
Bird,MUBI,"Bailey lives with her brother Hunter and her father Bug, who raises them alone in a squat in northern Kent. Bug doesn't have much time to devote to them. Bailey looks for attention and adventure elsewhere.",8,"$2,402","$147,090",2024-01-11
Dahomey,MUBI,"The journey of 26 plundered royal treasures from the Kingdom of Dahomey exhibited in Paris, now being returned to Benin. Diop artistically voices a new generation's demands.",6,"$2,134","$95,534",2024-01-11
Let's Get Lost,Kino Lorber,"Documentary on the life of jazz trumpeter and drug addict Chet Baker. Fascinating series of interviews with friends, family, associates and lovers, interspersed with film from Baker's earlier life and some modern-day performances.",2,"$1,584","$24,866",2024-01-11
Once Again (For the Very First Time),Indican Pictures,"Legendary street dancer DeRay tumbles out of the sky and crashes in the hallway outside the door of his true love, spoken word poet Naima.",1,$746,"$28,207",2024-01-11
Killer Unicorn,Indican Pictures,"American Pyscho, Party Monster and DJ Steve Aoki all combine for Killer Unicorn!",1,$697,"$37,798",2024-01-11
The Incredible 25th Year of Mitzi Bearclaw,Indican Pictures,Mitzi Bearclaw is an indigenous woman who reluctantly returns to her isolated reserve to help her father care for her bitter mother.,1,$645,"$12,486",2024-01-11
When Men Were Men,Indican Pictures,In a heavily religious Irish society a young actor struggling with gender identity has to let go of his idea of masculinity before he loses sight of who he is and those he loves.,1,$625,"$11,983",2024-01-11
Lee,Roadside Attractions,"The story of American photographer Lee Miller, a fashion model who became an acclaimed war correspondent for Vogue magazine during World War II.",3,$542,"$2,005,488",2024-01-11
Daaaaaali!,Music Box Films,A French journalist meets the iconic surrealist artist Salvador Dalí on several occasions for a documentary project that never came to be.,1,$521,"$28,348",2024-01-11
Heavier Trip,Music Box Films,"Impaled Rektum, a band, is in jail but must escape when the guitarist's father falls ill and their family home/business faces demolition. They receive an offer to play a major festival but decline due to being imprisoned and unprepared.",2,$440,"$11,950",2024-01-11
The Heart Stays,Indican Pictures,A coming of age story about a Native American girl who must choose between personal achievement and the traditional responsibilities of the old ways.,1,$347,"$25,477",2024-01-11
Six Days in August,Susan Tuckett Media,"The Prophet Joseph Smith is dead, killed by a mob. Enemies of the LDS Church think the church will die with Joseph. In fact that danger is a real possibility. The crisis is undeniable, and the saints in Nauvoo are in chaos.",1,$172,"$388,389",2024-01-11
Moana 2,Walt Disney Studios Motion Pictures,"After receiving an unexpected call from her wayfinding ancestors, Moana must journey to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.","4,000","$35,072,859","$345,968,328",2024-01-11
Wicked,Universal Pictures,"Elphaba, a young woman ridiculed for her green skin, and Galinda, a popular girl, become friends at Shiz University in the Land of Oz. After an encounter with the Wonderful Wizard of Oz, their friendship reaches a crossroads.","3,689","$33,877,435","$370,415,875",2024-01-11
Kraven the Hunter,Sony Pictures Releasing,"Kraven's complex relationship with his ruthless father, Nikolai Kravinoff, starts him down a path of vengeance with brutal consequences, motivating him to become not only the greatest hunter in the world, but also one of its most feared.","3,211","$14,334,701","$14,334,701",2024-01-11
Gladiator II,Paramount Pictures,"After his home is conquered by the tyrannical emperors who now lead Rome, Lucius is forced to enter the Colosseum and must look to his past to find strength to return the glory of Rome to its people.","3,224","$11,353,329","$149,487,987",2024-01-11
Interstellar2024 Re-release,Paramount Pictures,"When Earth becomes uninhabitable in the future, a farmer and ex-NASA pilot, Joseph Cooper, is tasked to pilot a spacecraft, along with a team of researchers, to find a new planet for humans.",321,"$6,741,480","$15,207,563",2024-01-11
The Lord of the Rings: The War of the Rohirrim,Warner Bros.,"A sudden attack by Wulf, a clever and traitorous lord of Rohan seeking vengeance for the death of his father, forces Helm Hammerhand, the King of Rohan, and his people to make a daring last stand in the ancient stronghold of the Hornburg.","2,602","$6,100,171","$6,100,171",2024-01-11
Red One,Amazon MGM Studios,"After Santa Claus is kidnapped, the North Pole's Head of Security must team up with a notorious hacker in a globe-trotting, action-packed mission to save Christmas.","3,003","$5,712,056","$93,916,934",2024-01-11
Pushpa: The Rule - Part 2,AA Films,"A smuggling kingpin faces off against a vengeful rival while manipulating politics, making big deals, and navigating tense confrontations. A public apology leads to a dramatic showdown, ending with challenge.",631,"$3,700,000","$13,000,000",2024-01-11
The Best Christmas Pageant Ever,Lionsgate,Nobody is ready for the mayhem and surprises that ensue when six of the worst youngsters disrupt the town's yearly Christmas performance.,"1,519","$2,316,845","$37,629,951",2024-01-11
White Christmas2024 Re-release (70th Anniversary),Fathom Events,A successful song-and-dance team become romantically involved with a sister act and team up to save the failing Vermont inn of their former commanding general.,"1,087","$1,871,796","$1,871,796",2024-01-11
Queer,A24,"In 1950s Mexico City, an American immigrant in his late forties leads a solitary life amidst a small American community. However, the arrival of a young student stirs the man into finally establishing a meaningful connection with someone.",460,"$1,339,824","$2,472,933",2024-01-11
Y2K,A24,Two high-school nobodies make the decision to crash a Y2K party. The night becomes even crazier than they could have ever dreamed when the clock strikes midnight.,"1,948","$1,131,400","$4,210,306",2024-01-11
Flow,Janus Films,"Cat is a solitary animal, but as its home is devastated by a great flood, he finds refuge on a boat populated by various species, and will have to team up with them despite their differences.",377,"$601,186","$1,548,535",2024-01-11
The Order,Vertical Entertainment,"A series of bank robberies and car heists frightened communities in the Pacific Northwest. A lone FBI agent believes that the crimes were not the work of financially motivated criminals, but rather a group of dangerous domestic terrorists.",603,"$578,557","$1,851,941",2024-01-11
For King + Country: A Drummer Boy Christmas - Live,Fathom Events,"Featuring holiday classics like ""Little Drummer Boy"" and original songs, it retells the Nativity story with themes of hope, love, and redemption in a stunning live performance.",757,"$536,267","$4,227,406",2024-01-11
I Am the Immaculate Conception,Fathom Events,"Experts analyze the significance of Mary's self-introduction as the ""Immaculate Conception,"" shedding light on her extraordinary role in divine salvation through reenactments of key moments like the Wedding at Cana.",953,"$474,122","$661,130",2024-01-11
The Man in the White Van,Relativity Media,"In a quaint, family town in Florida, 1974, an ominous white van stalks a young girl, and her parents' disbelief leads to a terrifying Halloween nightmare.",539,"$468,993","$468,993",2024-01-11
Werewolves,Briarcliff Entertainment,"After a worldwide pandemic the previous year of people turning into werewolves after a super-moon event, two scientists try to stop the mutation from happening again as part of a team effort, but the experiment goes wildly awry.",954,"$407,307","$1,884,668",2024-01-11
Anora,Neon,"A young stripper from Brooklyn meets and impulsively marries the son of a Russian oligarch. Once the news reaches Russia, her fairy tale is threatened as his parents set out for New York to get the marriage annulled.",214,"$402,341","$13,670,030",2024-01-11
Bonhoeffer,Angel Studios,"As the world teeters on the brink of annihilation, Dietrich Bonhoeffer joins a deadly plot to assassinate Hitler, risking his faith and fate to save millions of Jews from genocide.",445,"$387,624","$12,005,247",2024-01-11
Venom: The Last Dance,Sony Pictures Releasing,Eddie Brock and Venom must make a devastating decision as they're pursued by a mysterious military man and alien monsters from Venom's home world.,344,"$374,533","$139,639,380",2024-01-11
A Real Pain,Searchlight Pictures,"Mismatched cousins reunite for a tour through Poland to honor their beloved grandmother, but their old tensions resurface against the backdrop of their family history.",180,"$328,367","$7,115,171",2024-01-11
A Silent Voice: The Movie2024 Re-release,GKIDS,"A deaf girl, Shoko, is bullied by the popular Shoya. As Shoya continues to bully Shoko, the class turns its back on him. Shoko transfers and Shoya grows up as an outcast. Alone and depressed, the regretful Shoya finds Shoko to make amends.",192,"$314,966","$314,966",2024-01-11
Conclave,Focus Features,"When Cardinal Lawrence is tasked with leading one of the world's most secretive and ancient events, selecting a new Pope, he finds himself at the center of a web of conspiracies and intrigue that could shake the very foundation of the Catholic Church.",172,"$246,995","$30,991,005",2024-01-11
The Wild Robot,Universal Pictures,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.",160,"$187,805","$143,064,065",2024-01-11
Heretic,A24,Two young religious women are drawn into a game of cat-and-mouse in the house of a strange man.,101,"$183,939","$27,791,987",2024-01-11
The Return,Bleecker Street Media,"After 20 years Odysseus finally returns to Ithaca, where he finds his wife held prisoner by suitors vying to be king and his son facing death at their hands. To win back his family and all he has lost, Odysseus must rediscover his strength.",261,"$132,939","$703,979",2024-01-11
September 5,Paramount Pictures International,"During the 1972 Summer Olympics in Munich, Germany, an American sports broadcasting team must adapt to live coverage of the Israeli athletes being held hostage by a terrorist group.",7,"$116,930","$116,930",2024-01-11
The End,Neon,"After decades alone, a wealthy family living in a salt mine encounters a stranger.",151,"$102,653","$131,528",2024-01-11
All We Imagine as Light,Sideshow Releasing,"In Mumbai, Nurse Prabha's routine is troubled when she receives an unexpected gift from her estranged husband. Her younger roommate, Anu, tries in vain to find a spot in the city to be intimate with her boyfriend.",34,"$100,984","$457,254",2024-01-11
"RM: Right People, Wrong Place",Variance Films,"A candid documentary that delves into the life of BTS' leader RM as he navigates global stardom while working on his second solo album, offering an intimate glimpse into his creative journey across multiple cities.",594,"$87,586","$714,120",2024-01-11
Nickel Boys,Amazon MGM Studios,A powerful friendship develops between two young African-American men as they navigate the harrowing trials of reform school together.,2,"$82,779","$82,779",2024-01-11
The Last Showgirl,Roadside Attractions,A seasoned showgirl must plan for her future when her show abruptly closes after a 30-year run.,1,"$77,589","$77,589",2024-01-11
"Oh, Canada",Kino Lorber,"Leonard Fife, one of sixty thousand draft evaders and deserters who fled to Canada to avoid serving in Vietnam, shares all his secrets to de-mythologize his mythologized life.",74,"$69,938","$121,024",2024-01-11
The Seed of the Sacred Fig,Neon,"An investigating judge struggles with paranoia amid political unrest in Tehran caused by the death of a young woman. When his gun goes missing, he suspects his wife and daughters, imposing harsh measures that fray family ties.",9,"$42,425","$154,376",2024-01-11
The Activated Man,N/A,"After Ors loses his beloved dog to cancer, the trauma produces strange visions that force him to wrestle with two possibilities: That his mind has fractured, or it's actually real.",13,"$28,743","$28,743",2024-01-11
Day of the Fight,Falling Forward Films,"Follows a once renowned boxer as he takes a redemptive journey through his past and present, on the day of his first fight since he left prison.",8,"$26,233","$57,398",2024-01-11
Small Things Like These,Roadside Attractions,In 1985 devoted father Bill Furlong discovers disturbing secrets kept by the local convent and uncovers shocking truths of his own.,29,"$23,073","$1,534,558",2024-01-11
Bad Shabbos,Menemsha Films,An engaged interfaith couple are about to have their parents meet for the first time over a Shabbat dinner when an accidental death gets in the way.,1,"$21,736","$41,384",2024-01-11
The Conversation2024 Re-release (50th Anniversary),Rialto Distribution,"A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered.",16,"$18,556","$180,394",2024-01-11
Lost on a Mountain in Maine,Blue Fox Entertainment,"Based on the book by the same name, the film tells the inspiring story of a 12-year-old boy who, separated from his family by a fast-moving storm, must fight to stay alive during his nine-day adventure lost in the backwoods of Maine.",13,"$13,761","$1,080,172",2024-01-11
Ernest Cole: Lost and Found,Magnolia Pictures,Follows Ernest Cole's journey as the first Black freelance photographer in apartheid South Africa.,5,"$10,664","$34,136",2024-01-11
The Girl with the Needle,MUBI,"Copenhagen 1919: A young worker finds herself unemployed and pregnant. She meets Dagmar, who runs an underground adoption agency. A strong connection grows but her world shatters when she stumbles on the shocking truth behind her work.",6,"$9,966","$35,178",2024-01-11
Get Away,IFC Films,A family's vacation to a remote getaway takes an unexpected turn when they discover the island they're on is inhabited by a serial killer.,56,"$9,789","$179,692",2024-01-11
We Live in Time,A24,"After an unusual encounter, a talented chef and a recently divorcée fall in love and build the home and family they've always dreamed of, until a painful truth puts their love story to the test.",16,"$9,409","$24,678,891",2024-01-11
The Substance,MUBI,"A fading celebrity takes a black-market drug: a cell-replicating substance that creates a younger, better version of herself.",5,"$8,987","$16,429,132",2024-01-11
Soundtrack to a Coup d'Etat,Kino Lorber,Jazz and decolonization are entwined in this historical rollercoaster that rewrites the Cold War episode that led musicians Abbey Lincoln and Max Roach to crash the UN Security Council in protest against the murder of Patrice Lumumba.,7,"$8,510","$133,783",2024-01-11
The Umbrellas of Cherbourg2024 Re-release,Janus Films,A young woman separated from her lover by war faces a life-altering decision.,3,"$7,255","$37,294",2024-01-11
Hounds,Indican Pictures,"A father and son in the suburbs of Casablanca get by on petty crimes for a local mob. When a kidnapping goes wrong, they must find a way to dispose of the body.",2,"$7,070","$12,442",2024-01-11
Hundreds of Beavers,SRH,"In this 19th century, supernatural winter epic, a drunken applejack salesman must go from zero to hero and become North America's greatest fur trapper by defeating hundreds of beavers.",16,"$6,867","$610,856",2024-01-11
Christmas Eve in Miller's Point,IFC Films,"On Christmas Eve, a family gathers for what could be the last holiday in their ancestral home. As the night wears on and generational tensions arise, one of the teenagers sneaks out with her friends to claim the wintry suburb for her own.",10,"$6,634","$153,403",2024-01-11
Killer Raccoons! 2! Dark Christmas in the Dark!,Indican Pictures,A parody of Dark Siege and Speed 2 that will leave you with your jaw on the floor!,2,"$5,687","$26,533",2024-01-11
The Sacrifice2024 Re-release,Kino Lorber,"At the dawn of World War III, a man searches for a way to restore peace to the world and finds he must give something in return.",2,"$4,648","$92,763",2024-01-11
Memoir of a Snail,IFC Films,"A bittersweet memoir of a melancholic woman called Grace Pudel - a hoarder of snails, romance novels, and guinea pigs.",13,"$4,376","$618,615",2024-01-11
CatVideoFest 2024,Oscilloscope,Cat funny videos festival he's hilarious,2,"$4,277","$790,134",2024-01-11
Omar and Cedric: If This Ever Gets Weird,Oscilloscope,"Having worked with the likes of Coldplay, PJ Harvey and Mumford and Sons, this director charts the intimate, artistic and personal relationship between Omar Rodriguez-López and Cedric Bixler-Zavala from progressive band The Mars Volta.",7,"$3,413","$75,189",2024-01-11
The Black Sea,Metrograph Pictures,A man journeys to a small Eastern European coastal town where he finds unexpected connections despite being the only black person in the area.,4,"$3,098","$17,172",2024-01-11
Sabbath Queen,N/A,"A 39th generation ex-Orthodox rabbi embarks on a remarkable 21-year personal journey, also embracing life as a drag queen.",2,"$2,928","$48,122",2024-01-11
Little Girl Blue,Indican Pictures,"Docudrama about French writer and photographer Carole Achache. Through the power of filmmaking and the help of Marion Cotillard, director Mona Achache brings her mother back to life to retrace her journey and find out who she really was.",1,"$2,907","$32,054",2024-01-11
Lake George,Magnolia Pictures,"Two misfit oddballs embark on a road trip, strike a dubious deal too enticing to refuse, and find redemption amid shady circumstances.",2,"$2,501","$11,473",2024-01-11
The Cruise,Oscilloscope,"Timothy ""Speed"" Levitch, an eccentric New York City tour bus guide, takes tourists around the island of Manhattan and shares an archive of beautifully distorted information about the city.",3,"$1,814","$19,144",2024-01-11
The Wages of Fear2024 Re-release,Janus Films,"In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe.",1,"$1,690","$21,228",2024-01-11
Dahomey,MUBI,"The journey of 26 plundered royal treasures from the Kingdom of Dahomey exhibited in Paris, now being returned to Benin. Diop artistically voices a new generation's demands.",3,"$1,689","$100,959",2024-01-11
From Embers,Indican Pictures,"After her husband dies in a lab fire, a widowed mother of an autistic son must try to piece her life together while uncovering what really happened on that fateful night.",1,"$1,652","$35,826",2024-01-11
